"","ORDER","FAMILY","SPECIES","DR100"
"409","ANURA","Brachycephalidae","Ischnocnema pusilla",0.035384919
"410","ANURA","Brachycephalidae","Ischnocnema randorum",0.038763635
"411","ANURA","Brachycephalidae","Ischnocnema sambaqui",0.043342511
"412","ANURA","Brachycephalidae","Ischnocnema spanios",0.043240046
"413","ANURA","Brachycephalidae","Ischnocnema surda",0.048782047
"414","ANURA","Brachycephalidae","Ischnocnema venancioi",0.039155828
"415","ANURA","Brachycephalidae","Ischnocnema verrucosa",0.042490081
"416","ANURA","Brachycephalidae","Ischnocnema vizottoi",0.029787557
"417","ANURA","Brevicipitidae","Balebreviceps hillmani",0.013837602
"418","ANURA","Brevicipitidae","Breviceps acutirostris",0.041334149
"419","ANURA","Brevicipitidae","Breviceps adspersus",0.028013199
"420","ANURA","Brevicipitidae","Breviceps bagginsi",0.055934809
"421","ANURA","Brevicipitidae","Breviceps branchi",0.059693902
"422","ANURA","Brevicipitidae","Breviceps fichus",0.057471441
"423","ANURA","Brevicipitidae","Breviceps fuscus",0.052639206
"424","ANURA","Brevicipitidae","Breviceps gibbosus",0.05424299
"425","ANURA","Brevicipitidae","Breviceps macrops",0.058508042
"426","ANURA","Brevicipitidae","Breviceps maculatus",0.054534789
"427","ANURA","Brevicipitidae","Breviceps montanus",0.061492369
"428","ANURA","Brevicipitidae","Breviceps mossambicus",0.058217205
"429","ANURA","Brevicipitidae","Breviceps namaquensis",0.054136857
"430","ANURA","Brevicipitidae","Breviceps poweri",0.060990896
"431","ANURA","Brevicipitidae","Breviceps rosei",0.054388855
"432","ANURA","Brevicipitidae","Breviceps sopranus",0.055396097
"433","ANURA","Brevicipitidae","Breviceps sylvestris",0.02813828
"434","ANURA","Brevicipitidae","Breviceps verrucosus",0.042300467
"435","ANURA","Brevicipitidae","Callulina dawida",0.061070942
"436","ANURA","Brevicipitidae","Callulina hanseni",0.066891418
"437","ANURA","Brevicipitidae","Callulina kanga",0.056194633
"438","ANURA","Brevicipitidae","Callulina kisiwamsitu",0.078725748
"439","ANURA","Brevicipitidae","Callulina kreffti",0.051040075
"440","ANURA","Brevicipitidae","Callulina laphami",0.079807345
"441","ANURA","Brevicipitidae","Callulina meteora",0.077684496
"442","ANURA","Brevicipitidae","Callulina shengena",0.08184185
"443","ANURA","Brevicipitidae","Callulina stanleyi",0.066287252
"444","ANURA","Brevicipitidae","Probreviceps durirostris",0.059390317
"445","ANURA","Brevicipitidae","Probreviceps loveridgei",0.05790051
"446","ANURA","Brevicipitidae","Probreviceps macrodactylus",0.057785158
"447","ANURA","Brevicipitidae","Probreviceps rhodesianus",0.057547057
"448","ANURA","Brevicipitidae","Probreviceps rungwensis",0.045739264
"449","ANURA","Brevicipitidae","Probreviceps uluguruensis",0.045562693
"450","ANURA","Brevicipitidae","Spelaeophryne methneri",0.020514421
"451","ANURA","Bufonidae","Adenomus dasi",0.087291371
"452","ANURA","Bufonidae","Adenomus kandianus",0.090430436
"453","ANURA","Bufonidae","Adenomus kelaartii",0.081889677
"454","ANURA","Bufonidae","Altiphrynoides malcolmi",0.05522917
"455","ANURA","Bufonidae","Altiphrynoides osgoodi",0.057001304
"456","ANURA","Bufonidae","Amazophrynella bokermanni",0.061724846
"457","ANURA","Bufonidae","Amazophrynella manaos",0.060961844
"458","ANURA","Bufonidae","Amazophrynella minuta",0.061208745
"459","ANURA","Bufonidae","Amazophrynella vote",0.055422254
"460","ANURA","Bufonidae","Sclerophrys asmarae",0.081313102
"461","ANURA","Bufonidae","Sclerophrys blanfordii",0.087894948
"462","ANURA","Bufonidae","Sclerophrys brauni",0.085141351
"463","ANURA","Bufonidae","Sclerophrys buchneri",0.079149856
"464","ANURA","Bufonidae","Sclerophrys camerunensis",0.097858051
"465","ANURA","Bufonidae","Sclerophrys channingi",0.075583755
"466","ANURA","Bufonidae","Amietophrynus chudeaui",0.088891251
"467","ANURA","Bufonidae","Sclerophrys cristiglans",0.080075648
"468","ANURA","Bufonidae","Sclerophrys danielae",0.092011676
"469","ANURA","Bufonidae","Sclerophrys djohongensis",0.08803745
"470","ANURA","Bufonidae","Sclerophrys fuliginata",0.09393535
"471","ANURA","Bufonidae","Sclerophrys funerea",0.085781575
"472","ANURA","Bufonidae","Sclerophrys garmani",0.080792974
"473","ANURA","Bufonidae","Sclerophrys gracilipes",0.086797252
"474","ANURA","Bufonidae","Sclerophrys gutturalis",0.073337712
"475","ANURA","Bufonidae","Sclerophrys kassasii",0.100009286
"476","ANURA","Bufonidae","Sclerophrys kerinyagae",0.079586904
"477","ANURA","Bufonidae","Sclerophrys kisoloensis",0.077679548
"478","ANURA","Bufonidae","Sclerophrys langanoensis",0.084227264
"479","ANURA","Bufonidae","Sclerophrys latifrons",0.090710903
"480","ANURA","Bufonidae","Sclerophrys lemairii",0.088675957
"481","ANURA","Bufonidae","Sclerophrys maculata",0.080223954
"482","ANURA","Bufonidae","Sclerophrys mauritanica",0.089863108
"483","ANURA","Bufonidae","Sclerophrys pantherina",0.099308207
"484","ANURA","Bufonidae","Sclerophrys pardalis",0.091600302
"485","ANURA","Bufonidae","Sclerophrys perreti",0.087520588
"486","ANURA","Bufonidae","Sclerophrys poweri",0.090032434
"487","ANURA","Bufonidae","Amietophrynus rangeri",0.075007423
"488","ANURA","Bufonidae","Sclerophrys reesi",0.079279414
"489","ANURA","Bufonidae","Sclerophrys regularis",0.076520397
"490","ANURA","Bufonidae","Sclerophrys steindachneri",0.065731294
"491","ANURA","Bufonidae","Sclerophrys superciliaris",0.078311146
"492","ANURA","Bufonidae","Sclerophrys taiensis",0.101659893
"493","ANURA","Bufonidae","Sclerophrys togoensis",0.067761664
"494","ANURA","Bufonidae","Sclerophrys tuberosa",0.079936353
"495","ANURA","Bufonidae","Sclerophrys turkanae",0.098608211
"496","ANURA","Bufonidae","Sclerophrys urunguensis",0.077119477
"497","ANURA","Bufonidae","Sclerophrys villiersi",0.082569956
"498","ANURA","Bufonidae","Sclerophrys vittata",0.089845184
"499","ANURA","Bufonidae","Sclerophrys xeros",0.082210576
"500","ANURA","Bufonidae","Anaxyrus americanus",0.093959159
"501","ANURA","Bufonidae","Anaxyrus baxteri",0.09711037
"502","ANURA","Bufonidae","Anaxyrus boreas",0.084182319
"503","ANURA","Bufonidae","Anaxyrus californicus",0.08880318
"504","ANURA","Bufonidae","Anaxyrus canorus",0.09359958
"505","ANURA","Bufonidae","Anaxyrus cognatus",0.080597492
"506","ANURA","Bufonidae","Anaxyrus compactilis",0.102771958
"507","ANURA","Bufonidae","Anaxyrus debilis",0.091858615
"508","ANURA","Bufonidae","Anaxyrus exsul",0.079987638
"509","ANURA","Bufonidae","Anaxyrus fowleri",0.093747662
"510","ANURA","Bufonidae","Anaxyrus hemiophrys",0.100040916
"511","ANURA","Bufonidae","Anaxyrus houstonensis",0.090178496
"512","ANURA","Bufonidae","Anaxyrus kelloggi",0.087913517
"513","ANURA","Bufonidae","Anaxyrus mexicanus",0.076462039
"514","ANURA","Bufonidae","Anaxyrus microscaphus",0.089597449
"515","ANURA","Bufonidae","Anaxyrus nelsoni",0.102480149
"516","ANURA","Bufonidae","Anaxyrus punctatus",0.077210094
"517","ANURA","Bufonidae","Anaxyrus quercicus",0.082241619
"518","ANURA","Bufonidae","Anaxyrus retiformis",0.088974706
"519","ANURA","Bufonidae","Anaxyrus speciosus",0.08149494
"520","ANURA","Bufonidae","Anaxyrus terrestris",0.092329873
"521","ANURA","Bufonidae","Anaxyrus woodhousii",0.084164074
"522","ANURA","Bufonidae","Rhaebo atelopoides",0.085075375
"523","ANURA","Bufonidae","Rhaebo colomai",0.086832637
"524","ANURA","Bufonidae","Rhaebo olallai",0.084990014
"525","ANURA","Bufonidae","Ansonia albomaculata",0.083614655
"526","ANURA","Bufonidae","Ansonia echinata",0.07366908
"527","ANURA","Bufonidae","Ansonia endauensis",0.071779733
"528","ANURA","Bufonidae","Ansonia fuliginea",0.078575968
"529","ANURA","Bufonidae","Ansonia glandulosa",0.062482783
"530","ANURA","Bufonidae","Ansonia guibei",0.081693779
"531","ANURA","Bufonidae","Ansonia hanitschi",0.060475149
"532","ANURA","Bufonidae","Ansonia inthanon",0.071190685
"533","ANURA","Bufonidae","Ansonia jeetsukumarani",0.063236801
"534","ANURA","Bufonidae","Ansonia kraensis",0.074328313
"535","ANURA","Bufonidae","Ansonia latidisca",0.065188949
"536","ANURA","Bufonidae","Ansonia latiffi",0.079035949
"537","ANURA","Bufonidae","Ansonia latirostra",0.064258361
"538","ANURA","Bufonidae","Ansonia leptopus",0.067344163
"539","ANURA","Bufonidae","Ansonia longidigita",0.072207658
"540","ANURA","Bufonidae","Ansonia lumut",0.071874328
"541","ANURA","Bufonidae","Ansonia malayana",0.060696518
"542","ANURA","Bufonidae","Ansonia mcgregori",0.077991728
"543","ANURA","Bufonidae","Ansonia minuta",0.065822466
"544","ANURA","Bufonidae","Ansonia muelleri",0.076153923
"545","ANURA","Bufonidae","Ansonia penangensis",0.069230638
"546","ANURA","Bufonidae","Ansonia platysoma",0.066362627
"547","ANURA","Bufonidae","Ansonia siamensis",0.069995402
"548","ANURA","Bufonidae","Ansonia spinulifer",0.075749504
"549","ANURA","Bufonidae","Ansonia thinthinae",0.074827208
"550","ANURA","Bufonidae","Ansonia tiomanica",0.062822219
"551","ANURA","Bufonidae","Ansonia torrentis",0.070220669
"552","ANURA","Bufonidae","Atelopus andinus",0.078343657
"553","ANURA","Bufonidae","Atelopus angelito",0.05169763
"554","ANURA","Bufonidae","Atelopus ardila",0.087202966
"555","ANURA","Bufonidae","Atelopus arsyecue",0.108935942
"556","ANURA","Bufonidae","Atelopus arthuri",0.071899647
"557","ANURA","Bufonidae","Atelopus balios",0.060001862
"558","ANURA","Bufonidae","Atelopus barbotini",0.108346682
"559","ANURA","Bufonidae","Atelopus bomolochos",0.103645488
"560","ANURA","Bufonidae","Atelopus boulengeri",0.107883713
"561","ANURA","Bufonidae","Atelopus carauta",0.100986827
"562","ANURA","Bufonidae","Atelopus carbonerensis",0.09890748
"563","ANURA","Bufonidae","Atelopus carrikeri",0.106022185
"564","ANURA","Bufonidae","Atelopus certus",0.09321238
"565","ANURA","Bufonidae","Atelopus chiriquiensis",0.108279678
"566","ANURA","Bufonidae","Atelopus chirripoensis",0.11228368
"567","ANURA","Bufonidae","Atelopus chocoensis",0.077301282
"568","ANURA","Bufonidae","Atelopus chrysocorallus",0.098717085
"569","ANURA","Bufonidae","Atelopus coynei",0.06196455
"570","ANURA","Bufonidae","Atelopus cruciger",0.066417344
"571","ANURA","Bufonidae","Atelopus dimorphus",0.094318274
"572","ANURA","Bufonidae","Atelopus ebenoides",0.06293108
"573","ANURA","Bufonidae","Atelopus elegans",0.101730045
"574","ANURA","Bufonidae","Atelopus epikeisthos",0.09320986
"575","ANURA","Bufonidae","Atelopus erythropus",0.100315235
"576","ANURA","Bufonidae","Atelopus eusebianus",0.098890397
"577","ANURA","Bufonidae","Atelopus eusebiodiazi",0.062951042
"578","ANURA","Bufonidae","Atelopus exiguus",0.09976751
"579","ANURA","Bufonidae","Atelopus famelicus",0.090863048
"580","ANURA","Bufonidae","Atelopus farci",0.10245445
"581","ANURA","Bufonidae","Atelopus flavescens",0.109196727
"582","ANURA","Bufonidae","Atelopus franciscus",0.112855314
"583","ANURA","Bufonidae","Atelopus galactogaster",0.098477839
"584","ANURA","Bufonidae","Atelopus gigas",0.072269709
"585","ANURA","Bufonidae","Atelopus glyphus",0.10809342
"586","ANURA","Bufonidae","Atelopus guanujo",0.057695262
"587","ANURA","Bufonidae","Atelopus guitarraensis",0.105584218
"588","ANURA","Bufonidae","Atelopus halihelos",0.081274697
"589","ANURA","Bufonidae","Atelopus hoogmoedi",0.095710666
"590","ANURA","Bufonidae","Atelopus ignescens",0.106271891
"591","ANURA","Bufonidae","Atelopus laetissimus",0.089323596
"592","ANURA","Bufonidae","Atelopus limosus",0.105366167
"593","ANURA","Bufonidae","Atelopus loettersi",0.065347388
"594","ANURA","Bufonidae","Atelopus longibrachius",0.060216984
"595","ANURA","Bufonidae","Atelopus longirostris",0.100360715
"596","ANURA","Bufonidae","Atelopus lozanoi",0.0675997
"597","ANURA","Bufonidae","Atelopus lynchi",0.057602433
"598","ANURA","Bufonidae","Atelopus mandingues",0.105594697
"599","ANURA","Bufonidae","Atelopus marinkellei",0.094365436
"600","ANURA","Bufonidae","Atelopus mindoensis",0.104425874
"601","ANURA","Bufonidae","Atelopus minutulus",0.099186412
"602","ANURA","Bufonidae","Atelopus mittermeieri",0.074351962
"603","ANURA","Bufonidae","Atelopus monohernandezii",0.079473612
"604","ANURA","Bufonidae","Atelopus mucubajiensis",0.105608121
"605","ANURA","Bufonidae","Atelopus muisca",0.094213594
"606","ANURA","Bufonidae","Atelopus nahumae",0.088753365
"607","ANURA","Bufonidae","Atelopus nanay",0.101441096
"608","ANURA","Bufonidae","Atelopus nepiozomus",0.103168819
"609","ANURA","Bufonidae","Atelopus nicefori",0.100877765
"610","ANURA","Bufonidae","Atelopus nocturnus",0.050907458
"611","ANURA","Bufonidae","Atelopus onorei",0.090316586
"612","ANURA","Bufonidae","Atelopus orcesi",0.091042136
"613","ANURA","Bufonidae","Atelopus oxapampae",0.101924297
"614","ANURA","Bufonidae","Atelopus oxyrhynchus",0.090064354
"615","ANURA","Bufonidae","Atelopus pachydermus",0.047301547
"616","ANURA","Bufonidae","Atelopus palmatus",0.103571996
"617","ANURA","Bufonidae","Atelopus pastuso",0.095828783
"618","ANURA","Bufonidae","Atelopus patazensis",0.089923991
"619","ANURA","Bufonidae","Atelopus pedimarmoratus",0.096583431
"620","ANURA","Bufonidae","Atelopus peruensis",0.105417077
"621","ANURA","Bufonidae","Atelopus petersi",0.061995636
"622","ANURA","Bufonidae","Atelopus petriruizi",0.109361302
"623","ANURA","Bufonidae","Atelopus pictiventris",0.104910166
"624","ANURA","Bufonidae","Atelopus pinangoi",0.102632545
"625","ANURA","Bufonidae","Atelopus planispina",0.054589058
"626","ANURA","Bufonidae","Atelopus podocarpus",0.099361437
"627","ANURA","Bufonidae","Atelopus pulcher",0.096624951
"628","ANURA","Bufonidae","Atelopus pyrodactylus",0.062582832
"629","ANURA","Bufonidae","Atelopus quimbaya",0.093147097
"630","ANURA","Bufonidae","Atelopus reticulatus",0.058767812
"631","ANURA","Bufonidae","Atelopus sanjosei",0.08723008
"632","ANURA","Bufonidae","Atelopus seminiferus",0.098435562
"633","ANURA","Bufonidae","Atelopus senex",0.1148043
"634","ANURA","Bufonidae","Atelopus sernai",0.095000119
"635","ANURA","Bufonidae","Atelopus simulatus",0.069692314
"636","ANURA","Bufonidae","Atelopus siranus",0.095356306
"637","ANURA","Bufonidae","Atelopus sonsonensis",0.065178542
"638","ANURA","Bufonidae","Atelopus sorianoi",0.111570378
"639","ANURA","Bufonidae","Atelopus spumarius",0.09413032
"640","ANURA","Bufonidae","Atelopus spurrelli",0.082516609
"641","ANURA","Bufonidae","Atelopus subornatus",0.10735952
"642","ANURA","Bufonidae","Atelopus tamaensis",0.092701642
"643","ANURA","Bufonidae","Atelopus tricolor",0.105746319
"644","ANURA","Bufonidae","Atelopus varius",0.106504922
"645","ANURA","Bufonidae","Atelopus vermiculatus",0.114928499
"646","ANURA","Bufonidae","Atelopus vogli",0.094318569
"647","ANURA","Bufonidae","Atelopus walkeri",0.100555453
"648","ANURA","Bufonidae","Atelopus zeteki",0.10888136
"649","ANURA","Bufonidae","Barbarophryne brongersmai",0.05383278
"650","ANURA","Bufonidae","Bufo ailaoanus",0.06590161
"651","ANURA","Bufonidae","Bufo arabicus",0.090463416
"652","ANURA","Bufonidae","Bufo aspinius",0.089540513
"653","ANURA","Bufonidae","Bufo bankorensis",0.098548387
"654","ANURA","Bufonidae","Bufo bufo",0.061679782
"655","ANURA","Bufonidae","Bufo cryptotympanicus",0.083320851
"656","ANURA","Bufonidae","Bufo eichwaldi",0.055037805
"657","ANURA","Bufonidae","Bufo gargarizans",0.088737176
"658","ANURA","Bufonidae","Bufo japonicus",0.092993004
"659","ANURA","Bufonidae","Bufo kabischi",0.083196524
"660","ANURA","Bufonidae","Bufo luchunnicus",0.065156263
"661","ANURA","Bufonidae","Bufo menglianus",0.088030449
"662","ANURA","Bufonidae","Bufo minshanicus",0.086950021
"663","ANURA","Bufonidae","Bufo pageoti",0.097064368
"664","ANURA","Bufonidae","Bufo pentoni",0.085014091
"665","ANURA","Bufonidae","Bufo spinosus",0.056088046
"666","ANURA","Bufonidae","Bufo stejnegeri",0.092414459
"667","ANURA","Bufonidae","Bufo taxkorensis",0.095603564
"668","ANURA","Bufonidae","Bufo tibetanus",0.096403571
"669","ANURA","Bufonidae","Bufo tihamicus",0.071290283
"670","ANURA","Bufonidae","Bufo torrenticola",0.09795139
"671","ANURA","Bufonidae","Bufo tuberculatus",0.102508921
"672","ANURA","Bufonidae","Bufo tuberospinius",0.079732373
"673","ANURA","Bufonidae","Bufo verrucosissimus",0.057838722
"674","ANURA","Bufonidae","Bufo wolongensis",0.086402539
"675","ANURA","Bufonidae","Bufoides meghalayanus",0.028973117
"676","ANURA","Bufonidae","Bufotes balearicus",0.092584088
"677","ANURA","Bufonidae","Bufotes baturae",0.099079295
"678","ANURA","Bufonidae","Bufotes boulengeri",0.096135166
"679","ANURA","Bufonidae","Bufotes latastii",0.083746951
"680","ANURA","Bufonidae","Bufotes luristanicus",0.092949259
"681","ANURA","Bufonidae","Bufotes oblongus",0.087790643
"682","ANURA","Bufonidae","Bufotes pewzowi",0.086320781
"683","ANURA","Bufonidae","Bufotes pseudoraddei",0.083910928
"684","ANURA","Bufonidae","Bufotes shaartusiensis",0.092467073
"685","ANURA","Bufonidae","Bufotes siculus",0.076806153
"686","ANURA","Bufonidae","Bufotes surdus",0.085206625
"687","ANURA","Bufonidae","Bufotes turanensis",0.095973796
"688","ANURA","Bufonidae","Bufotes variabilis",0.096690702
"689","ANURA","Bufonidae","Bufotes viridis",0.099488983
"690","ANURA","Bufonidae","Bufotes zamdaensis",0.087038953
"691","ANURA","Bufonidae","Bufotes zugmayeri",0.088970898
"692","ANURA","Bufonidae","Capensibufo rosei",0.082336613
"693","ANURA","Bufonidae","Capensibufo tradouwi",0.079454721
"694","ANURA","Bufonidae","Churamiti maridadi",0.075552808
"695","ANURA","Bufonidae","Dendrophryniscus berthalutzae",0.057313298
"696","ANURA","Bufonidae","Dendrophryniscus brevipollicatus",0.060287103
"697","ANURA","Bufonidae","Dendrophryniscus carvalhoi",0.047271355
"698","ANURA","Bufonidae","Dendrophryniscus krausae",0.057696786
